pl_name,pl_orbper,disc_method,disc_year,pl_orbeccen,pl_eqt,Confirmed,st_mass,st_teff,st_rad,st_lum,st_age,pl_radius_rearth
Kepler-419 b,69.7546,tran,2014,0.833,613.0,0,1.39,6430.0,1.74,0.7268,2.14,10.7616
Kepler-402 e,11.242861,tran,2014,0.0,931.0,0,1.072,6090.0,1.264,0.2035,1.4,1.4573000000000003
Kepler-467 b,24.99324193,tran,2016,0.0,712.0,0,1.05,5809.0,1.37,0.32254,8.13,2.2502007876000003
HAT-P-55 b,3.5852313,tran,2015,0.17,1367.0,0,1.028,5804.0,1.105,0.09656,5.3,14.842040000000003
K2-349 b,9.032178,tran,2021,0.0,518.0,0,0.54,4385.0,0.49,-0.36582,3.98,1.3801255397
Kepler-140 b,3.25427,tran,2014,0.0,1301.0,0,1.044,6077.0,1.288,0.25061,0.88,1.61424
Kepler-206 b,7.781987,tran,2014,0.0,983.0,0,0.957,5764.0,1.185,0.08357,8.32,1.19947
Kepler-759 b,41.805985,tran,2016,0.0,533.0,0,1.04,5860.0,1.04,0.061,3.89,2.2702025664
Kepler-1746 b,321.2120056,tran,2021,0.0,310.0,0,1.09,6018.0,1.286,0.496,5.75,8.9358572307
Kepler-332 d,34.21154,tran,2014,0.0,427.0,0,0.743,4955.0,0.72,-0.5837,2.82,1.1770500000000002
Kepler-826 b,4.48758907,tran,2016,0.0,1305.0,0,1.05,6079.0,1.15,0.34865,4.37,1.2501115113
XO-2 N b,2.61586178,tran,2007,0.028,1328.0,0,0.971,5340.0,0.99,-0.08823,7.8,11.131530000000001
Kepler-346 c,23.851549,tran,2014,0.0,654.0,0,0.943,6033.0,1.021,-0.15256,2.4,3.0715400000000006
Kepler-267 d,28.464515,tran,2014,0.0,301.0,0,0.541571,4258.0,0.555,-1.22915,3.31,2.2756300000000005
GJ 414 A c,749.83,rv,2021,0.105,124.7,0,0.65,4120.0,0.68,-0.92445,12.4,8.400749450100001
Kepler-1439 b,8.07392849,tran,2016,0.0,420.0,0,0.46,3578.0,0.43,-1.54394,4.07,1.4601303008000002
Kepler-1401 b,11.20066445,tran,2016,0.0,808.0,0,1.07,5964.0,1.1,0.14,3.55,1.6801498676000002
Kepler-928 b,3.932461302,tran,2016,0.0,894.0,0,0.73,4700.0,0.7,-0.71877,4.37,1.5901418630000002
TOI-4443.01,1.8498567,tran,2024,0.0,1638.82,0,1.049133,5834.0,1.01733,0.03349,3.98,1.7176168264
Kepler-81 b,5.955,tran,2012,0.0,635.0,0,0.64,4385.0,0.59,-0.88941,3.63,2.42136
Kepler-272 b,2.971353,tran,2014,0.0,1200.0,0,0.91,5297.0,0.929,0.06634,13.18,1.4348800000000002
Kepler-292 c,3.715335,tran,2014,0.0,1001.0,0,0.865,5299.0,0.826,-0.33691,5.13,1.4685100000000002
Kepler-1256 b,12.4127754,tran,2016,0.0,933.0,0,1.17,6129.0,1.36,0.42833,3.72,1.490132969
TOI-2580 b,3.39775,tran,2024,0.08,2410.0,0,1.33,6120.0,1.81,0.61595,2.0,17.375500000000002
Kepler-644 b,3.173917103,tran,2016,0.0,1655.0,0,1.49,6747.0,1.81,0.71041,1.62,3.1502810578000005
HATS-24 b,1.3484978,tran,2017,0.0,2166.0,0,1.07,6125.0,1.12,0.19,3.7,15.637950000000002
Kepler-1487 b,7.31946363,tran,2016,0.0,1682.0,0,1.38,6541.0,1.63,0.55664,1.95,2.1301900027000005
Kepler-150 e,30.826557,tran,2014,0.0,544.0,0,0.956,5560.0,0.939,-0.16141,1.74,3.1163800000000004
Kepler-394 c,12.130686,tran,2014,0.0,901.0,0,0.87,6402.0,1.132,0.05347,0.25,1.65908
Kepler-62 e,122.3874,tran,2013,0.0,270.0,0,0.69,4925.0,0.64,-0.678,7.0,1.61424
Kepler-195 c,34.096863,tran,2014,0.0,469.0,0,0.867,5329.0,0.775,-0.36708,2.19,1.5469800000000002
Kepler-220 b,4.159807,tran,2014,0.0,759.0,0,0.729,4632.0,0.666,-0.67594,6.0,0.80712
HD 120084 b,2142.0,rv,2013,0.483,815.5,0,2.16,4879.0,10.37,1.73783,1.02,12.6673
Kepler-980 b,11.55102504,tran,2016,0.0,845.0,0,1.05,5935.0,1.06,0.2618,3.55,2.6702382545000005
WASP-61 b,3.8559,tran,2012,0.0,1624.4,0,1.82,6250.0,1.55,0.42541,2.7,15.8061
Kepler-1154 c,8.45808312,tran,2016,0.0,1117.0,0,1.26,6327.0,1.43,0.45174,2.29,2.3602105710000005
Kepler-520 c,5.21104261,tran,2016,0.0,1107.0,0,1.1,6112.0,1.09,0.51032,2.04,1.0700955021
GJ 163 d,603.95116,rv,2013,0.373,815.5,0,0.4,3500.0,0.409738,-1.708,6.0,5.918880000000001
Kepler-368 c,72.379334,tran,2014,0.0,575.0,0,1.165,5502.0,2.019,0.56235,6.46,3.87866
Kepler-335 c,67.844469,tran,2014,0.0,592.0,0,1.367,5877.0,1.854,0.57766,3.09,3.0715400000000006
TYC 1422-614-1 b,198.4,rv,2014,0.06,815.5,0,1.15,4806.0,6.85,1.35,5.89,13.2278
Kepler-1257 b,2.668313762,tran,2016,0.0,1252.0,0,0.9,5502.0,0.87,-0.13622,4.37,1.5201356372000001
TOI-4495.01,5.1830043,tran,2024,0.0,1382.67,0,1.168817,6156.0,1.34,0.36656,3.98,3.6268399052
Kepler-60 d,11.8981,tran,2012,0.002,929.0,0,1.041,5905.0,1.257,0.36906,8.91,1.9901775511000002
Kepler-1262 b,8.67900242,tran,2016,0.0,949.0,0,0.99,5771.0,0.98,-0.10541,4.27,1.8201623192
TOI-7041 b,9.691,tran,2025,0.04,882.37,0,1.07,4700.0,4.1,0.88081,10.3,11.4342
Kepler-145 c,42.882,tran,2013,0.11,709.0,0,1.32,6022.0,1.85,0.69164,3.24,4.31585
Kepler-84 b,8.726,tran,2012,0.0,985.0,0,1.0,6039.0,1.43,0.39,3.98,2.2307900000000003
HD 209458 b,3.52474859,rv,1999,0.0,1459.0,0,1.23,6091.0,1.19,0.23086,3.1,15.581900000000001
K2-136 b,7.9752,tran,2017,0.14,610.0,0,0.742,4500.0,0.677,-0.7765,0.65,1.0140922478
Kepler-114 c,8.041,tran,2013,0.0,507.0,0,0.56,4660.0,0.54,-0.6853,2.69,1.60303
Kepler-1660 AB b,239.5044,etv,2023,0.05541,815.5,0,1.1366,6305.24,1.491,0.66823,3.98,12.8915
Kepler-1372 b,1.311555568,tran,2016,0.0,1655.0,0,0.98,5677.0,0.97,0.0124,5.01,1.2701132901
Kepler-838 b,15.74957994,tran,2016,0.0,777.0,0,0.98,5770.0,0.96,-0.09867,4.17,2.7302435909000002
K2-332 b,17.70632,tran,2021,0.0,266.0,0,0.27,3315.0,0.28,-2.06542,3.98,2.2002000399000003
RR Cae b,4343.5,etv,2012,0.0,815.5,0,0.44,3904.0,0.193119,-2.10762,3.98,13.0036
Kepler-211 c,6.04045,tran,2014,0.0,841.0,0,0.867,5123.0,0.816,-0.4133,1.55,1.2891500000000002
Kepler-162 c,19.446355,tran,2014,0.0,681.0,0,1.053,5816.0,0.958,0.1554,4.57,3.0267000000000004
Kepler-1385 b,2.88879862,tran,2016,0.0,1423.0,0,1.15,5732.0,1.29,0.45032,4.37,0.8500758232000001
TOI-431 b,0.490047,tran,2021,0.0,1862.0,0,0.78,4850.0,0.731,-0.56509,3.98,1.2801164215
HD 45364 c,345.43,rv,2008,0.019,815.5,0,0.82,5466.0,0.89,-0.19586,3.98,14.124600000000001
HD 83443 b,2.985628,rv,2002,0.012,815.5,0,1.0,5442.0,0.94,-0.10403,2.64,14.012500000000001
Kepler-1424 b,29.6091744,tran,2016,0.0,629.0,0,1.02,5838.0,1.07,0.27098,5.25,1.1601035067
HD 22496 b,5.09071,rv,2021,0.0,573.0,0,0.684,4385.0,0.674,-1.17393,3.98,2.21958
HD 13908 c,931.0,rv,2013,0.12,815.5,0,1.29,6255.0,1.67,0.602,2.9,12.8915
Kepler-1545 b,163.692349,tran,2016,0.0,274.0,0,0.84,5201.0,0.8,-0.27681,4.47,2.7002409227
Kepler-1811 b,76.42230225,tran,2021,0.0,455.0,0,0.946,5561.0,1.19,0.1541,0.4,3.8486487001
KOBE-1 b,8.5399,rv,2025,0.0,594.4,0,0.629,4135.0,0.619,-0.99576,3.98,2.9146000000000005
Kepler-1277 b,40.8365012,tran,2016,0.0,496.0,0,0.94,5578.0,0.92,-0.19906,5.01,1.6001427524
Kepler-327 b,2.549575,tran,2014,0.0,682.0,0,0.591913,3799.0,0.492,-1.25964,3.02,1.10979
TOI-1716.01,8.082376554,tran,2024,0.0,992.0,0,1.07,5879.0,1.24,0.21525,5.4,3.1432857936000005
HD 219139 b,275.5,rv,2021,0.11,815.5,0,1.46,4831.0,11.22,1.79463,3.98,13.900400000000001
Kepler-410 A b,17.833648,tran,2013,0.17,866.0,0,1.214,6273.0,1.352,0.435,2.76,2.8361300000000003
Kepler-190 b,2.019999,tran,2014,0.0,1166.0,0,0.834,5106.0,0.795,-0.44055,1.48,1.5581900000000002
Kepler-220 c,9.034199,tran,2014,0.0,586.0,0,0.729,4632.0,0.666,-0.67594,6.0,1.5694000000000004
HD 134606 c,58.883,rv,2024,0.055,815.5,0,1.046,5576.0,1.158,0.06483,7.3,3.37421
Kepler-770 d,4.15244722,tran,2016,0.0,1941.0,0,0.94,5598.0,0.92,0.05399,4.57,1.4001248523
Kepler-1219 b,16.10467749,tran,2016,0.0,1159.0,0,1.25,5944.0,1.94,0.92552,4.37,2.1201891133000004
K2-285 c,7.138048,tran,2018,0.0,741.4,0,0.83,4975.0,0.787,-0.42183,3.98,3.5303149671000007
Kepler-83 c,20.09,tran,2012,0.0,362.0,0,0.66,4082.0,0.61,-1.10237,3.09,2.36531
Kepler-367 c,53.578637,tran,2014,0.0,357.0,0,0.768,4710.0,0.695,-0.61671,2.29,1.19947
Kepler-462 c,207.62,tran,2020,0.11,453.0,0,1.59,7500.0,1.57,0.92588,0.5,4.000356881
HD 20794 f,647.6,rv,2025,0.45,815.5,0,0.79,5368.0,0.93,-0.16311,5.76,2.2756300000000005
Kepler-288 c,19.305772,tran,2014,0.0,815.0,0,0.842,5918.0,1.091,0.05605,12.3,2.8473400000000004
Kepler-232 b,4.431222,tran,2014,0.0,1104.0,0,0.97,5847.0,0.968,0.05183,1.4,3.0827500000000003
Kepler-294 c,6.6264,tran,2014,0.0,895.0,0,0.947,5913.0,0.976,-0.14755,3.98,2.7128200000000002
Kepler-1925 b,46.71640015,tran,2021,0.0,531.0,0,1.057,5856.0,1.092,0.36494,3.98,3.0020522367
Kepler-1032 b,3.290117953,tran,2016,0.0,802.0,0,0.77,4647.0,0.71,-0.65547,1.86,1.8701668783
Kepler-454 c,524.19,rv,2015,0.0053,815.5,0,1.03,5687.0,1.066,0.05259,5.25,12.8915
Kepler-1266 c,4.86631012,tran,2021,0.0,881.0,0,0.791,4996.0,0.831,-0.52996,7.24,1.6803924520000002
Kepler-1559 b,0.971915428,tran,2016,0.0,1609.0,0,0.86,5316.0,0.82,-0.27638,4.27,0.7200642610000001
Kepler-107 e,14.749143,tran,2014,0.1,955.0,0,1.238,5854.0,1.447,0.36449,4.29,2.9032639996
HATS-4 b,2.516729,tran,2014,0.013,1315.0,0,1.001,5403.0,0.925,-0.187,2.1,11.4342
TYC 1422-614-1 c,559.3,rv,2014,0.048,815.5,0,1.15,4806.0,6.85,1.35,5.89,12.443100000000001
Kepler-1539 b,133.3036741,tran,2016,0.0,301.0,0,0.84,5176.0,0.8,-0.42607,4.79,2.7002409227
HIP 9618 b,20.772858,tran,2023,0.0,640.88,0,0.942,5649.0,0.9593,-0.0716,5.6,3.8287294269000003
K2-6 b,30.94191,tran,2015,0.0,615.0,0,0.97,5850.0,0.96,-0.12006,3.98,2.5002230226
HD 113337 c,5429.93477,rv,2020,0.164,815.5,0,1.41,6774.0,1.5,0.63246,0.15,12.106800000000002
Kepler-242 b,8.20395,tran,2014,0.0,742.0,0,0.748,5020.0,0.85,-0.61267,2.69,2.6119300000000005
Kepler-1339 b,1.341555127,tran,2016,0.0,1642.0,0,0.94,5586.0,0.93,0.18765,5.62,0.7100633716000001
TOI-139 b,11.07085,tran,2023,0.0,561.17,0,0.69,4570.0,0.7007,-0.77842,3.98,2.4568233955000003
HIP 38594 c,3477.768,rv,2020,0.16,815.5,0,0.61,4086.3,0.626646,-1.06243,3.98,7.93668
Kepler-176 d,25.751974,tran,2014,0.0,501.0,0,0.86,5232.0,0.891,-0.40427,2.45,2.5110400000000004
Kepler-238 c,6.155557,tran,2014,0.0,1146.0,0,1.229,5751.0,1.43,0.43048,4.79,2.38773
Kepler-186 f,129.9441,tran,2014,0.04,177.0,1,0.544,3755.0,0.523,-1.26,4.0,1.16584
Kepler-1788 b,2.800120115,tran,2021,0.0,956.0,0,0.686,4786.0,0.704,-0.61055,13.8,2.3787208593
Kepler-194 d,52.814973,tran,2014,0.0,562.0,0,0.94,6089.0,1.025,0.0427,2.5,2.39894
Kepler-723 b,4.082275068,tran,2016,0.0,1016.0,0,0.92,5539.0,0.89,-0.172,4.57,12.1910875416
Kepler-634 b,5.16950177,tran,2016,0.0,1309.0,0,1.03,6075.0,1.24,0.42075,5.37,1.8901686571
Kepler-873 b,20.5533844,tran,2016,0.0,749.0,0,1.18,6163.0,1.27,0.13449,2.95,3.7503345339000003
Kepler-1336 c,5.77721211,tran,2016,0.0,1260.0,0,0.94,5512.0,1.3,0.42052,12.3,1.7101525358000003
Kepler-194 b,2.092281,tran,2014,0.0,1648.0,0,0.94,6089.0,1.025,0.0427,2.5,1.5133500000000002
Kepler-206 d,23.44281,tran,2014,0.0,681.0,0,0.957,5764.0,1.185,0.08357,8.32,1.18826
Kepler-120 c,12.794585,tran,2014,0.0,455.0,0,0.654,4096.0,0.534,-0.67701,3.63,1.5245600000000001
Kepler-317 b,5.524242,tran,2014,0.0,976.0,0,0.865,5497.0,0.941,-0.2078,3.72,2.0850600000000004
Kepler-423 b,2.6843285,tran,2014,0.019,1605.0,0,0.85,5560.0,0.95,-0.018,11.0,13.36232
HD 158996 b,820.2,rv,2018,0.13,815.5,0,1.8,4069.0,50.3,3.01481,1.6,12.331000000000001
Kepler-1959 b,6.38669014,tran,2021,0.0,811.0,0,0.768,5071.0,0.811,-0.47365,3.98,1.1432612664
Kepler-171 b,4.166972,tran,2014,0.0,1053.0,0,0.978,5642.0,0.839,-0.07917,2.4,2.34289
Kepler-896 b,144.547396,tran,2016,0.0,303.0,0,0.84,5262.0,0.81,0.48148,5.01,2.5302256908
Kepler-1097 b,187.747029,tran,2016,0.0,267.0,0,0.82,5211.0,0.79,-0.40444,4.9,3.2602908412000007
Kepler-93 b,4.72673978,tran,2014,0.0,1133.0,0,0.911,5669.0,0.919,-0.10565,6.6,1.4781344576000002
Kepler-321 c,13.093921,tran,2014,0.0,752.0,0,1.024,5740.0,1.194,-0.00798,2.09,2.3204700000000003
K2-11 b,39.93767,tran,2015,0.0,734.0,0,1.35,5433.0,5.15,-0.31039,3.98,7.5506735148
Kepler-832 b,7.1396941,tran,2016,0.0,965.0,0,0.92,5596.0,0.9,0.07025,4.37,2.0601837769
Kepler-346 b,6.511127,tran,2014,0.0,1008.0,0,0.943,6033.0,1.021,-0.15256,2.4,2.65677
Kepler-325 b,4.544439,tran,2014,0.0,1017.0,0,0.914,5752.0,1.003,-0.25468,0.93,2.9146000000000005
HD 35759 b,82.467,rv,2016,0.389,815.5,0,1.15,6060.0,1.759974,0.53724,3.98,13.0036
HIP 74890 b,822.3,rv,2016,0.07,815.5,0,1.74,4850.0,5.77,1.21484,3.98,13.2278
Kepler-343 b,8.96855,tran,2014,0.0,1024.0,0,1.055,5807.0,1.433,0.2162,6.46,2.4101500000000002
Kepler-160 c,13.699429,tran,2014,0.0,771.0,0,1.003,5471.0,1.118,0.00432,6.03,3.7603354233000004
HD 103720 b,4.5557,rv,2014,0.086,815.5,0,0.794,5017.0,0.73,-0.45834,3.8,14.124600000000001
Kepler-360 b,3.289672,tran,2014,0.0,1116.0,0,0.994,6053.0,1.058,-0.13236,1.41,1.64787
Kepler-281 b,14.646008,tran,2014,0.0,694.0,0,0.95,5723.0,0.899,0.14638,0.6,2.82492
Qatar-1 b,1.4200242,tran,2010,0.0,1418.0,0,0.838,5013.0,0.803,-0.43771,1.19,12.813030000000001
GJ 3470 b,3.3366496,rv,2012,0.017,593.5,0,0.539,3600.0,0.547,-1.5376,1.65,4.5704076889000005
Kepler-290 c,36.77031,tran,2014,0.0,437.0,0,0.756,5147.0,0.743,-0.58591,1.1,2.70161
Kepler-352 d,6.887279987,tran,2021,0.0,788.0,0,0.796,5208.0,0.772,-0.43235,1.7,0.8063536844000001
AT2021ueyL b,4168.69,micro,2025,0.0,815.5,0,0.49,3680.0,0.95,-0.0734,3.98,13.676200000000001
XO-7 b,2.8641424,tran,2019,0.038,1743.0,0,1.405,6250.0,1.48,0.43132,1.18,15.391330000000002
HD 145457 b,176.13,rv,2010,0.111,815.5,0,1.9,4757.0,9.9,1.65514,2.605,13.2278
HD 105779 b,2412.0,rv,2022,0.0,815.5,0,0.89,5792.0,0.94,-0.10791,7.54,14.124600000000001
TOI-2076 b,10.355235,tran,2021,0.0,738.0,0,0.883,5201.0,0.774,-0.42285,0.338,2.3902173869000003
Kepler-426 b,3.21751883,tran,2014,0.18,1300.0,0,0.91,5725.0,0.92,-0.089,6.0,12.218900000000001
Kepler-122 e,37.993273,tran,2014,0.0,618.0,0,0.982,6050.0,1.216,0.26993,7.94,2.6007200000000004
HD 28254 b,1333.0,rv,2010,0.95,815.5,0,1.1,5664.0,1.48,0.34,6.0,13.0036
K2-183 b,0.469285,tran,2018,0.0,815.5,0,0.942219,5482.0,0.87,-0.13179,3.98,1.1001000760000001
Kepler-219 c,22.714613,tran,2014,0.0,766.0,0,1.164,5786.0,1.491,0.2139,4.0,3.5759900000000004
HATS-49 b,4.1480467,tran,2020,0.071,834.8,0,0.7133,4405.0,0.6977,-0.78489,10.5,8.575650000000001
GJ 1151 c,389.7,rv,2023,0.0,815.5,0,0.1639,3280.0,0.1781,-2.47952,3.98,3.2509
Kepler-1893 b,4.179369926,tran,2021,0.0,1194.0,0,0.973,5633.0,1.162,0.15984,13.9,1.7057295182
Kepler-920 c,100.8274113,tran,2016,0.0,364.0,0,0.89,5403.0,0.85,-0.18293,4.37,3.8003389809000003
Kepler-358 c,83.488369,tran,2014,0.0,411.0,0,0.94,5908.0,0.954,-0.13809,0.4,2.8473400000000004
Kepler-1480 b,22.12679948,tran,2016,0.0,721.0,0,0.85,5156.0,0.81,-0.44868,4.79,1.6701489782000003
Kepler-100 e,60.888588,rv,2023,0.026437,815.5,0,1.097,5884.0,1.5,0.41123,6.92,5.2687
Kepler-1880 b,6.309219837,tran,2021,0.0,606.0,0,0.524,4380.0,0.53,-0.76168,13.6,2.1170546852
Kepler-304 d,9.653471,tran,2014,0.0,611.0,0,0.737,4731.0,0.687,-0.6616,2.09,2.7464500000000003
TOI-1422 b,12.9972,tran,2022,0.04,867.0,0,0.981,5840.0,1.019,0.04766,5.1,3.9603601615000006
TOI-1347 b,0.84742346,tran,2024,0.0,1400.0,0,0.913,5464.0,0.83,-0.25964,1.4,1.8001636792000002
Kepler-85 c,12.51,tran,2012,0.027,706.0,0,0.928,5505.2,0.875,-0.2123,1.38,1.9781798244000002
WASP-140 b,2.2359835,tran,2016,0.047,1320.0,0,0.9,5260.0,0.87,-0.29437,0.5,16.142400000000002
Kepler-514 b,5.65179605,tran,2016,0.0,1248.0,0,1.28,6106.0,1.44,0.35265,2.69,1.7201534252000001
Gaia-2 b,3.6915224,tran,2022,0.0,1213.23,0,1.0,5720.0,1.064,0.0574,3.98,14.819620000000002
KIC 8540376 b,31.8099,tran,2015,0.0,815.5,0,1.04,6474.0,1.26,0.2987,3.98,4.100365775
WASP-182 b,3.3769848,tran,2019,0.0,1479.0,0,1.076,5638.0,1.34,0.15545,5.952,9.528500000000001
Kepler-529 c,12.8345022,tran,2016,0.0,891.0,0,1.07,6087.0,1.14,0.207,3.98,2.0001784405
TOI-3629 b,3.936551,tran,2022,0.05,690.0,0,0.63,3870.0,0.6,-1.12494,7.0,8.2954
Kepler-1679 b,9.75376,tran,2020,0.0,813.0,0,0.96,5501.0,0.873196,-0.20132,0.4,2.0693881958
Kepler-1529 b,5.33905686,tran,2016,0.0,817.0,0,0.81,5048.0,0.77,-0.52049,4.79,2.1001873345
Kepler-238 b,2.090876,tran,2014,0.0,1642.0,0,1.229,5751.0,1.43,0.43048,4.79,1.7263400000000002
Kepler-193 c,50.697494,tran,2014,0.0,595.0,0,1.051,6335.0,1.147,0.09956,0.3,2.7464500000000003
Kepler-1260 b,19.1187753,tran,2016,0.0,823.0,0,1.06,5961.0,1.08,0.52565,3.8,1.7701578722000002
HD 80883 b,6383.78352,rv,2022,0.203,815.5,0,0.88,5177.91,0.814842,-0.36654,3.98,12.7794
Kepler-265 b,6.846262,tran,2014,0.0,1022.0,0,0.97,5835.0,1.103,0.00548,0.28,1.8608600000000002
Kepler-749 b,17.31716585,tran,2016,0.0,454.0,0,0.79,5009.0,0.75,-0.49432,4.57,3.1002766108
TOI-1194 b,2.3106446,tran,2023,0.0,1264.29,0,0.9835,5394.0,0.9608,-0.1512,4.9,8.7174377793
Kepler-84 c,12.883,tran,2012,0.0,865.0,0,1.0,6039.0,1.43,0.39,3.98,2.36531
Kepler-1011 b,5.753221974,tran,2016,0.0,920.0,0,0.91,5416.0,0.88,-0.37597,4.47,2.8702560425
HD 65216 b,577.6,rv,2003,0.27,815.5,0,0.874,5612.0,0.88,-0.1498,4.0,13.676200000000001
HD 33844 c,916.0,rv,2015,0.13,815.5,0,1.78,4861.0,5.29,1.14922,1.88,13.452
Kepler-1743 b,7.649710178,tran,2021,0.0,1144.0,0,1.266,5855.0,1.613,0.59938,3.72,1.5990154748
HIP 54373 c,15.144,rv,2019,0.2,815.5,0,0.57,4021.0,0.564998,-1.22239,3.98,3.5647800000000003
Kepler-1232 b,26.7839183,tran,2016,0.0,523.0,0,0.92,5471.0,0.89,-0.35931,4.79,1.9301722147
K2-254 b,4.09639,tran,2018,0.0,791.0,0,0.71,4629.0,0.67,-0.82244,3.98,1.6301454206000003
TRAPPIST-1 d,4.049219,tran,2016,0.00837,286.2,0,0.0898,2566.0,0.1192,-3.25727,0.5,0.7880716317
K2-377 b,12.832235,tran,2022,0.0,815.5,0,0.821,4200.0,0.691,-0.81809,3.98,1.693153916
Kepler-151 b,15.228958,tran,2014,0.0,639.0,0,0.87,5460.0,0.83,-0.33413,4.6,3.0603300000000004
Kepler-217 d,3.88689525,tran,2016,0.0,1574.0,0,1.37,6341.0,1.76,0.75356,2.63,1.3201177371000001
HD 40956 b,578.6,rv,2017,0.24,815.5,0,2.0,4869.0,8.56,1.66436,1.35,13.2278
GJ 27.1 b,15.819,rv,2014,0.08,815.5,0,0.53,3542.0,0.518887,-1.58503,3.98,3.6656700000000004
HD 82943 b,441.47,rv,2003,0.162,815.5,0,1.08,5935.0,1.1826,0.19405,2.35,13.452
Kepler-1573 b,2.6157554,tran,2016,0.0,1379.0,0,1.01,5808.0,1.0,0.16867,4.07,1.2001070643000002
Kepler-1489 c,0.680741,tran,2024,0.0,815.5,0,0.977,5565.53,0.957,0.19764,4.07,0.5100463683
EPIC 212424622 b,18.0983,tran,2019,0.0,815.5,0,1.106,5782.33,1.2247,0.17917,3.98,2.1701935603000004
Kepler-1915 b,13.83539963,tran,2021,0.0,809.0,0,1.03,6020.0,1.057,0.06133,3.98,3.2182767701
Kepler-235 d,20.060548,tran,2014,0.0,401.0,0,0.581,4255.0,0.554,-1.10237,6.0,2.0514300000000003
K2-218 b,8.679885,tran,2018,0.0,815.5,0,1.047488,5757.0,1.008231,-0.00284,3.98,2.5697106738
TOI-2374 b,4.31361,tran,2024,0.13,885.0,0,0.75,4802.0,0.69,-0.51956,4.1,6.8106192455
HD 154391 b,5163.0,rv,2023,0.2,815.5,0,2.07,4909.0,8.56,1.58115,1.1,12.555200000000003
Kepler-292 f,20.834237,tran,2014,0.0,563.0,0,0.865,5299.0,0.826,-0.33691,5.13,2.3541000000000003
Kepler-105 c,7.12592,tran,2014,0.02,997.0,0,0.991,5933.0,1.026,0.09657,4.27,1.4401309882000002
Kepler-1281 b,3.11602791,tran,2016,0.0,1123.0,0,0.87,5353.0,0.83,-0.292,4.37,1.64014631
KELT-18 b,2.8717518,tran,2017,0.0,2085.0,0,1.524,6670.0,1.908,0.81291,1.9,17.599700000000002
Kepler-1321 d,5.720920086,tran,2021,0.0,509.0,0,0.513,3640.0,0.503,-0.8624,4.17,2.6286768432
KIC 8121913 b,3.294601,obm,2021,0.0,815.5,0,1.456,5975.3,2.233,0.73994,3.98,13.3399
Kepler-519 b,24.3078946,tran,2016,0.0,532.0,0,0.89,5260.0,0.8,-0.33467,1.91,2.1001873345
WASP-3 b,1.84683,tran,2007,0.0,2020.0,0,1.62,6400.0,1.44,0.43416,2.1,15.9182
Kepler-170 c,16.665863,tran,2014,0.0,702.0,0,1.066,5679.0,1.035,-0.05453,1.58,2.85855
HIP 29442 c,3.5379559,rv,2023,0.0,1123.0,0,0.901,5289.0,0.98,-0.1549,11.2,1.5511410399
Kepler-1111 b,8.79617863,tran,2016,0.0,938.0,0,1.1,6077.0,1.15,-0.0903,3.16,2.0001784405
HATS-7 b,3.185315,tran,2015,0.17,1084.0,0,0.849,4985.0,0.815,-0.43415,7.8,6.31123
Kepler-1417 b,20.3505213,tran,2016,0.0,695.0,0,1.02,5839.0,1.02,0.39458,4.07,1.0000891642
Kepler-561 b,58.3620495,tran,2016,0.0,446.0,0,0.96,5646.0,0.94,-0.17974,4.27,6.960620928100001
Kepler-1272 b,51.1309704,tran,2016,0.0,542.0,0,1.06,5926.0,1.09,0.37031,3.89,2.3702114604
Kepler-159 b,10.139623,tran,2014,0.0,447.0,0,0.628,4625.0,0.663,-0.75443,2.51,2.37652
GJ 229 b,579.47495,rv,2014,0.404,815.5,1,0.509,3564.0,0.46,-1.55284,0.4,3.96834
Kepler-1767 b,59.65829849,tran,2021,0.0,393.0,0,0.887,5243.0,0.831,-0.50273,0.6,3.0132647029
HD 49674 b,4.94737,rv,2002,0.09,815.5,0,1.03,5602.0,1.02,-0.02162,3.62,6.199130000000001
Kepler-1154 b,5.1856142,tran,2016,0.0,1314.0,0,1.26,6327.0,1.43,0.45174,2.29,2.3402087922000003
55 Cnc c,44.3989,rv,2004,0.03,815.5,0,0.905,5172.0,0.943,-0.19695,5.5,8.5196
Kepler-1719 b,6.149559975,tran,2021,0.0,1287.0,0,1.08,5687.0,1.775,0.52557,6.61,3.950365437600001
TOI-1806.01,15.1454693,tran,2024,0.0,337.47,0,0.392935,3272.0,0.401575,-1.77852,3.98,3.4061462811000007
Kepler-199 c,67.093408,tran,2014,0.0,420.0,0,0.96,5644.0,0.967,-0.09685,1.45,3.2509
HIP 65407 c,67.3,rv,2016,0.12,815.5,0,0.93,5460.0,0.952252,-0.18603,3.98,13.900400000000001
KOI-1831 d,34.169,tran,2021,0.0,475.0,0,0.901,5233.0,0.835,-0.30825,3.39,1.1301027442
Kepler-258 c,33.653079,tran,2014,0.0,470.0,0,0.82,4942.0,0.915,-0.57541,13.7,3.6096200000000005
Kepler-1266 b,28.474748,tran,2016,0.0,489.0,0,0.8,5044.0,0.76,-0.52996,5.13,2.5802301378
HD 216520 c,154.43,rv,2020,0.12,815.5,0,0.82,5103.0,0.76,-0.452,6.0,3.0379100000000006
HD 206893 b,9350.0,ima,2021,0.14,1429.2,0,1.32,6500.0,1.31116,0.4561,0.155,14.012500000000001
Kepler-333 c,24.08821,tran,2014,0.0,386.0,0,0.601,4259.0,0.534,-0.92812,3.24,1.10979
